POSSIBILITY,TUITION FEES BUDGET,OVERALL BUDGET,STATE,COLLEGE,UNIVESITY NAME,TYPE,YEAR,SEATS,OVERVIEW,WEBSITE,TUITION FEE,"HOSTEL CHARGES
P.A.",ANNUAL,ONE TIME,TUITION PACKAGE,GRAND TOTAL,TYPE,QUOTA,"OPENING RANK
2023","CLOSING RANK
2023",OPENING SCORE,CLOSING SCORE
POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,TELANGANA,"SURABHI INSTITUTE OF MEDICAL SCIENCES, SIDDIPET",Dr. YSR University of Health Sciences,Society,2019,150,"Surabhi Medical College or SIMS, is situated in Siddipet, Telangana, the institute offers the MBBS program and is affiliated with the esteemed Kaloji Narayana Rao University of Health Sciences (KNRUHS) in Warangal. Recognized by the National Medical Commission (NMC) in New Delhi, Surabhi Institute of Medical Sciences is committed to delivering quality medical education. Both male and female students can benefit from hostel facilities provided by the college. With a hospital bed capacity of 530, including 500 teaching beds, and a daily patient flow averaging 447 over the past year, the institute actively engages students in practical learning experiences. Despite its relatively recent establishment, Surabhi Institute of Medical Sciences has garnered a rating of 3.2/5 among private medical colleges, reflecting its dedication to academic and clinical excellence.",https://www.surabhiims.org/,"₹ 11,55,000.00","₹ 1,40,000.00","₹ 80,000.00",,"₹ 51,97,500.00","₹ 58,27,500.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),96481,293948,361,513
POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,TELANGANA,"RVM MEDICAL COLLEGE, MULUGU","Kaloji Narayana Rao University of Health Sciences, Warangal",Trust,2016,250,"RVM Institute of Medical Sciences & Research Centre, is situated in Laxmakkapally Village, Mulugu, Siddipet, Telangana the college has swiftly become a prominent institution in medical education and healthcare provision in the region. Affiliated with Kaloji Narayana Rao University of Health Sciences (KNRUHS) in Warangal and approved by the National Medical Commission (NMC) in New Delhi, RVM Medical College offers a comprehensive range of courses including MBBS, MD, and MS in various specialties. The college provides hostel facilities for both male and female students, ensuring a supportive and conducive learning environment. With an impressive hospital bed capacity of 1300, including 1260 teaching beds, and a daily patient flow averaging 1342 over the past year, RVM Medical College actively engages its students in clinical experiences while meeting the healthcare needs of the community. The institution has earned a commendable rating of 4/5 among private medical colleges, underscoring its commitment to excellence in medical education and healthcare delivery.",https://www.rvmims.org/,"₹ 12,00,000.00","₹ 1,00,000.00","₹ 85,000.00",,"₹ 54,00,000.00","₹ 58,50,000.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),91889,433869,294,518
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TELANGANA,"MAMATA ACADEMY OF MED SCI, BACHUPALLY BACHELOR OF MEDICINE AND BACHELOR OF SURGERY",Dr. YSR University of Health Sciences,Society,2019,150,"Mamata Academy of Medical Sciences, commonly known as MAMS Hyderabad, is situated in Bachupally, Hyderabad, Telangana, Affiliated with Kaloji Narayana Rao University of Health Sciences (KNRUHS), Warangal, and approved by the National Medical Commission (NMC) in New Delhi, MAMS focuses on delivering quality medical education. Offering the MBBS program, The college provides hostel facilities for both male and female students, ensuring their comfortable stay during their academic pursuits. MAMS boasts a hospital bed capacity of 440, with 410 teaching beds available. With a daily patient flow averaging 782 over the last twelve months, the institution is committed to serving the healthcare needs of the community. MAMS Hyderabad has earned a respectable rating of 3.5 out of 5 among private medical colleges, reflecting its dedication to academic excellence and healthcare provision.",https://mams.org.in/,"₹ 12,00,000.00","₹ 1,25,000.00","₹ 10,000.00",,"₹ 54,00,000.00","₹ 60,07,500.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),55776,90648,519,561
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"K.VENKATARAMANA GOWDA MEDICAL COLLEGE AND HOSPITAL,KURUNJIBAG,SULLIA,DAKSHINA KANNADA","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1999,100,"KVG Institute of Medical College and Hospital was founded in 2002 by Dr.Kurungi Wegatama Mankoda, the founder of the Chairman of the Independent Academy (R) Sallia DK, with the aim of producing world-class experts.
In the field of specialized medical science, KVGMCH is undergoing rapid development to expand teaching and hospital services.
Is an organization committed to representing change for providing holistic health care to people, especially in rural areas.",https://www.kvgmch.org/,"₹ 10,92,852.00","₹ 1,93,000.00","₹ 15,000.00",,"₹ 49,17,834.00","₹ 58,53,834.00",PRIVATE,OPN,36321,98954,510,588
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TELANGANA,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR","Kaloji Narayana Rao University of Health Sciences, Warangal",Trust,2005,150,"Bhaskar Medical College, commonly known as Bhaskar Medical College, is located in Yenkapally, Moinabad, R.R. Telangana the college has become a notable institution in medical education and healthcare provision. Affiliated with Kaloji Narayana Rao University of Health Sciences (KNRUHS) in Warangal and approved by the National Medical Commission (NMC) in New Delhi, Bhaskar Medical College offers various courses including MBBS, MD, and MS, The college provides hostel facilities for both male and female students, fostering a conducive living and learning environment. Bhaskar Medical College is associated with Bhaskar General Hospital, which has a bed capacity of 830, including 750 teaching beds. The hospital experiences a significant daily patient flow, averaging 1455 patients over the last 12 months, showcasing its vital role in healthcare delivery. With a rating of 4.1 out of 5 among private medical colleges, Bhaskar Medical College reflects its dedication to excellence in medical education and healthcare services.",https://www.bhaskarmedicalcollege.edu.in/,"₹ 11,55,000.00","₹ 1,00,000.00","₹ 85,000.00",,"₹ 51,97,500.00","₹ 60,30,000.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),74726,91932,517.5,537
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TELANGANA,"ARUNDATHI INSTITUTE OF MEDICAL SCIENCES, DUNDIGAL","Kaloji Narayana Rao University of Health Sciences, Warangal",Trust,2023,150,"The institute boasts commendable rankings, with notable positions in various categories such as NRI/OCI Ranking at 110, Open Management Ranking at 72, and Telangana State Ranking at 48. Affiliated with the esteemed Kaloji Narayana Rao University of Health Sciences in Warangal, ensuring adherence to national standards of medical education. Counselling for admissions is conducted under the auspices of Kaloji Narayana Rao University of Health Sciences (KNRUHS), Telangana. The institute offers hostel facilities for its students and occupies a sprawling campus spread across 25 acres, providing an enriching environment for learning and growth.",https://aims.ac.in/,"₹ 11,55,000.00","₹ 1,00,000.00","₹ 85,000.00",,"₹ 51,97,500.00","₹ 60,30,000.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),103053,129952,479,506
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TELANGANA,"CMR INSTITUTE OF MEDICAL SCIENCES, KANDALKOYA, MEDCHAL","Kaloji Narayana Rao University of Health Sciences, Warangal",Trust,2023,150,"It stands as a prominent private institution in the field of medical education. Affiliated with the esteemed Kaloji Narayana Rao University of Health Sciences in Warangal, CMR Medical College ensures adherence to rigorous academic standards and practices. The counseling for admissions is conducted under the supervision of Kaloji Narayana Rao University of Health Sciences (KNRUHS), Telangana. Approved by the National Medical Commission (NMC), the institute maintains excellence in medical education and training. With hostel facilities available for students, the college campus spans across 10 acres, providing ample space for academic and extracurricular activities, contributing to a holistic learning environment.",https://cmrims.co.in/,"₹ 11,55,000.00","₹ 1,00,000.00","₹ 85,000.00",,"₹ 51,97,500.00","₹ 60,30,000.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),98605,134844,475,510
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TELANGANA,"FATHER COLOMBO INSTITUTE OF MEDICAL SCIENCES, WARANGAL","Kaloji Narayana Rao University of Health Sciences, Warangal",Trust,2023,150,"It is the last dream of Father Colombo serving the poor and need for the better health through the medical college. Huge patient crowd, sufficient infrastructure at Father Colombo Health City with a quality clinical material is ideal for establishing a medical college. There is a need of establishing a college in support of Medicare General Hospital for the holistic treatment and development of the hospital.",https://fcimswgl.in/,"₹ 11,55,000.00","₹ 1,00,000.00","₹ 85,000.00",,"₹ 51,97,500.00","₹ 60,30,000.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),139069,141317,469,471
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TELANGANA,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD",Dr. YSR University of Health Sciences,Trust,2016,150,"It has rapidly emerged as a distinguished institution in medical education. Affiliated with Kaloji Narayana Rao University of Health Sciences (KNRUHS) in Warangal and approved by the National Medical Commission (NMC) in New Delhi, Mahavir Medical College offers a range of courses including MBBS, MD, and MS, The college provides hostel facilities for both male and female students, fostering a conducive living and learning environment. Mahavir Medical College's hospital wing boasts a bed capacity of 725, with 690 teaching beds available, catering to a daily patient flow averaging 974 over the last 12 months. With a rating of 3.5 out of 5 among private medical colleges, Mahavir Medical College demonstrates its commitment to quality education and healthcare services.",http://www.mahavirmedicalcollege.org/,"₹ 11,55,000.00","₹ 1,00,000.00","₹ 85,000.00",,"₹ 51,97,500.00","₹ 60,30,000.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),96946,149522,462,512
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TELANGANA,MEDICITY INSTITUTE OF MEDICAL SCIENCES,Dr. YSR University of Health Sciences,Trust,2002,150,"Medicity Medical College or MIMS Medical College, is located in Medchal Mandal, Ghanpur, Telangana, Affiliated with Kaloji Narayana Rao University of Health Sciences (KNRUHS), Warangal, and approved by the National Medical Commission (NMC) in New Delhi, MIMS offers a comprehensive range of courses including MBBS, MD, and MS in various specialties. MIMS ensures comfortable accommodation for its students with hostel facilities available for both male and female students. The institution's hospital boasts a substantial bed capacity of 890, with 723 teaching beds dedicated to training future medical professionals. With a daily patient flow averaging 1258 over the last twelve months, MIMS actively contributes to addressing the healthcare needs of the community. The college has earned a commendable rating of 4.0 out of 5 among private medical colleges, reflecting its commitment to academic excellence and quality healthcare delivery.",https://mims.edu.in/,"₹ 12,00,000.00","₹ 40,000.00","₹ 1,08,000.00",,"₹ 54,00,000.00","₹ 60,66,000.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),88380,99867,509,521
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TELANGANA,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU","Kaloji Narayana Rao University of Health Sciences, Warangal",Society,2020,150,"TRR Medical College Sangareddy, is located in Patancheru, Telangana, the institute offers the MBBS program and is affiliated with the prestigious Kaloji Narayana Rao University of Health Sciences (KNRUHS) in Warangal. Accredited by the National Medical Commission (NMC) in New Delhi, TRR Institute of Medical Sciences is dedicated to providing high-quality medical education. Both male and female students can avail themselves of hostel facilities offered by the college. With a hospital bed capacity of 312, including 300 teaching beds, and a daily patient flow averaging 275 over the past year, the institute offers ample opportunities for students to engage in practical learning experiences. Despite being a relatively new institution, TRR Institute of Medical Sciences has achieved a rating of 3/5 among private medical colleges, showcasing its commitment to academic excellence and healthcare provision.",https://www.trrims.in/,"₹ 11,55,000.00","₹ 2,00,000.00","₹ 10,000.00",,"₹ 51,97,500.00","₹ 60,97,500.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),99387,337356,338,510
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TELANGANA,"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",Dr. YSR University of Health Sciences,Trust,2001,250,"Prathima Medical College or PIMS Karimnagar, is located in Nagunur, the college has been a cornerstone in medical education and healthcare provision in the region. Affiliated with Kaloji Narayana Rao University of Health Sciences (KNRUHS) in Warangal and approved by the National Medical Commission (NMC) in New Delhi, PIMS Karimnagar offers a range of courses including MBBS, MD, and MS in various specialties. respectively. The college provides hostel facilities for both male and female students, ensuring a conducive learning environment. With an impressive hospital bed capacity of 1060, including 950 teaching beds, and a daily patient flow averaging 2488 over the past year, PIMS Karimnagar caters to the medical needs of the community while offering ample opportunities for clinical exposure to its students. The institution has earned a commendable rating of 4.2/5 among private medical colleges, reflecting its commitment to excellence in medical education and healthcare delivery.",https://prathimaeducation.org/,"₹ 12,00,000.00","₹ 1,00,000.00","₹ 85,000.00",,"₹ 54,00,000.00","₹ 62,32,500.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),90648,113544,495,519
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,TELANGANA,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY",Dr. YSR University of Health Sciences,Trust,1999,200,"KIMS Medical College Hyderabad or Kamineni Medical College, is located in Narketpally, Nalgonda District, Telangana, Affiliated with Kaloji Narayana Rao University of Health Sciences (KNRUHS), Warangal, and approved by the National Medical Commission (NMC) in New Delhi, KIMS offers a range of courses including MBBS, MD, and MS in various specialties. The college boasts of comprehensive hostel facilities for both male and female students. With a substantial hospital bed capacity of 960, including 850 teaching beds, KIMS serves a significant patient population, with an impressive daily patient flow averaging 2179 over the last twelve months. Its consistent dedication to academic excellence and quality healthcare has earned it a commendable rating of 4.2 out of 5 among private medical colleges.",https://www.kimsmedicalcollege.org/,"₹ 13,00,000.00","₹ 1,00,000.00","₹ 85,000.00",,"₹ 58,50,000.00","₹ 63,00,000.00",PRIVATE,CTB-UNR-OPEN-GEN (NL-NON LOCAL),76210,232420,399,535
